area_type,availability,location,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Built-up  Area,Ready To Move,other,Giersin,1783.0,3.0,2.0,125.0,3.0,7010.656197420079
Super built-up  Area,18-Mar,Haralur Road,SNnia E,1520.0,2.0,2.0,90.0,3.0,5921.0526315789475
Super built-up  Area,Ready To Move,Sarjapur  Road,SavanBr,1060.0,2.0,1.0,55.0,2.0,5188.679245283019
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1267.0,2.0,1.0,54.35,2.0,4289.6606156274665
Built-up  Area,Ready To Move,Karuna Nagar,CoinoCu,2500.0,3.0,2.0,180.0,3.0,7200.0
Super built-up  Area,Ready To Move,Bannerghatta Road,MNikaas,1240.0,2.0,1.0,65.0,2.0,5241.935483870968
Super built-up  Area,Ready To Move,other,MJlese ,1570.0,3.0,2.0,78.0,3.0,4968.152866242038
Super built-up  Area,Ready To Move,Whitefield,Veale R,1355.0,3.0,3.0,76.0,2.0,5608.856088560886
Super built-up  Area,Ready To Move,Whitefield,UKe 2nz,4075.0,5.0,3.0,226.0,4.0,5546.01226993865
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1550.0,3.0,3.0,52.45,3.0,3383.8709677419356
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Neess P,1100.0,2.0,1.0,50.0,2.0,4545.454545454545
Super built-up  Area,Ready To Move,other,Sorisa ,1750.0,3.0,2.0,150.0,3.0,8571.42857142857
Super built-up  Area,18-Mar,9th Phase JP Nagar,HMigond,1466.0,2.0,2.0,71.0,2.0,4843.110504774898
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,1550.0,3.0,2.0,72.5,3.0,4677.419354838709
Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,2300.0,4.0,3.0,102.0,3.0,4434.782608695652
Super built-up  Area,19-Aug,Kengeri,VBn 2lm,540.0,1.0,1.0,22.5,1.0,4166.666666666667
Plot  Area,Ready To Move,8th Phase JP Nagar,Hincy V,950.0,3.0,2.0,130.0,3.0,13684.21052631579
Super built-up  Area,Ready To Move,other,LeDuvMy,2880.0,3.0,2.0,501.0,3.0,17395.833333333332
Super built-up  Area,Ready To Move,Hebbal,Prersis,1987.0,4.0,2.0,165.0,3.0,8303.975842979366
Super built-up  Area,Ready To Move,Hoodi,Keers S,1305.0,2.0,1.0,75.0,2.0,5747.126436781609
Super built-up  Area,Ready To Move,Marsur,Asara S,497.0,1.0,1.0,17.0,2.0,3420.523138832998
Super built-up  Area,19-Mar,Hennur Road,Puachal,1232.0,2.0,2.0,89.0,2.0,7224.025974025974
Super built-up  Area,21-Nov,Thanisandra,Bhe 2ko,1732.0,3.0,3.0,85.73,3.0,4949.769053117783
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1614.0,2.0,1.0,100.0,3.0,6195.786864931846
Built-up  Area,Ready To Move,Magadi Road,Jaaveha,600.0,1.0,1.0,22.0,2.0,3666.6666666666665
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,2072.0,4.0,2.0,155.0,3.0,7480.694980694981
Super built-up  Area,Ready To Move,Electronic City,Itvir M,919.0,2.0,2.0,34.0,2.0,3699.6735582154515
Plot  Area,Ready To Move,Marsur,AreraRe,1200.0,3.0,1.0,150.0,3.0,12500.0
Built-up  Area,Ready To Move,other,Mavelr ,1000.0,2.0,2.0,42.0,2.0,4200.0
Super built-up  Area,Ready To Move,Whitefield,Prtates,1216.0,2.0,1.0,75.0,2.0,6167.763157894737
Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,2245.0,4.0,2.0,154.0,4.0,6859.688195991092
Super built-up  Area,18-Feb,Bannerghatta Road,Baanise,1476.0,3.0,1.0,125.0,3.0,8468.834688346884
Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1852.0,3.0,2.0,130.0,3.0,7019.438444924406
Super built-up  Area,Ready To Move,Panathur,Skinaa ,1597.0,3.0,1.0,67.12,3.0,4202.880400751409
Super built-up  Area,19-Dec,Jakkur,Ceezey ,2423.0,4.0,3.0,160.0,3.0,6603.38423442014
Super built-up  Area,19-Mar,Marathahalli,PrensKe,1152.0,2.0,1.0,90.0,2.0,7812.5
Plot  Area,Ready To Move,Kammasandra,Daden G,1400.0,3.0,2.0,92.0,3.0,6571.428571428572
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,1530.0,2.0,2.0,74.4,3.0,4862.745098039216
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1185.0,2.0,2.0,40.17,2.0,3389.8734177215188
Super built-up  Area,18-May,Yelahanka,Miitat ,1890.0,3.0,2.0,108.0,3.0,5714.285714285715
Built-up  Area,18-Feb,other,BDectou,830.0,2.0,2.0,40.0,2.0,4819.277108433735
Built-up  Area,18-Jul,Electronic City Phase II,Sryalan,1165.0,2.0,1.0,30.29,2.0,2600.0
Super built-up  Area,Ready To Move,Bommanahalli,KancyRe,1100.0,1.0,2.0,55.0,2.0,5000.0
Super built-up  Area,Ready To Move,other,ItAnuna,1685.0,3.0,2.0,60.0,3.0,3560.8308605341244
Super built-up  Area,Ready To Move,other,Sowerew,3131.0,4.0,3.0,349.0,4.0,11146.598530820824
Super built-up  Area,Ready To Move,other,ICoolon,827.0,2.0,1.0,45.0,2.0,5441.354292623942
Built-up  Area,Ready To Move,Electronics City Phase 1,Prmes H,635.0,1.0,0.0,26.0,1.0,4094.488188976378
Built-up  Area,Ready To Move,Whitefield,Prtates,4000.0,4.0,3.0,380.0,4.0,9500.0
Super built-up  Area,Ready To Move,other,ShtalCr,1050.0,2.0,1.0,50.0,2.0,4761.9047619047615
Super built-up  Area,Ready To Move,other,Gopus O,2850.0,4.0,3.0,470.0,3.0,16491.22807017544
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Elleyt ,1751.0,3.0,3.0,72.0,3.0,4111.936036550543
Super built-up  Area,18-Jan,other,Prian E,4750.0,6.0,1.0,1102.0,4.0,23200.0
Super built-up  Area,18-Jun,Bommasandra,SSestth,1020.0,2.0,1.0,40.89,2.0,4008.823529411765
Super built-up  Area,Ready To Move,Thanisandra,SaSkyBl,1148.0,2.0,1.0,43.5,2.0,3789.198606271777
Super built-up  Area,18-Aug,Talaghattapura,Sodgere,1856.0,3.0,2.0,135.0,3.0,7273.706896551724
Super built-up  Area,Ready To Move,Bellandur,GoncyRe,1325.0,2.0,2.0,65.0,2.0,4905.66037735849
Super built-up  Area,Ready To Move,other,Alivae ,1261.0,2.0,2.0,61.0,2.0,4837.430610626487
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Eladero,1675.0,2.0,2.0,135.0,3.0,8059.701492537313
Super built-up  Area,18-Aug,Kodihalli,Soianal,3260.0,5.0,3.0,388.0,4.0,11901.840490797545
Built-up  Area,Ready To Move,Uttarahalli,Sencys ,1160.0,2.0,2.0,45.0,2.0,3879.310344827586
Super built-up  Area,Ready To Move,Sahakara Nagar,HoAcela,1914.0,3.0,2.0,149.0,3.0,7784.743991640544
Super built-up  Area,Ready To Move,other,C ensnd,1458.0,3.0,2.0,79.0,3.0,5418.38134430727
Super built-up  Area,Ready To Move,Hulimavu,Vapasrk,3035.0,5.0,3.0,220.0,3.0,7248.764415156507
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1556.0,3.0,2.0,86.0,3.0,5526.9922879177375
Super built-up  Area,Ready To Move,Jigani,DLhtsan,918.0,2.0,2.0,50.0,2.0,5446.623093681917
Super built-up  Area,Ready To Move,Sarjapur  Road,Mades G,1455.0,2.0,1.0,98.0,3.0,6735.395189003437
Built-up  Area,Ready To Move,Bannerghatta Road,Pyvenas,1100.0,2.0,2.0,52.0,3.0,4727.272727272727
Super built-up  Area,Ready To Move,Sarjapur  Road,S2kaaan,1405.0,3.0,2.0,48.87,3.0,3478.291814946619
Super built-up  Area,Ready To Move,Subramanyapura,Prldsri,929.0,2.0,1.0,56.0,2.0,6027.9870828848225
Super built-up  Area,17-Jul,Channasandra,Unm 2El,1065.0,2.0,1.0,40.47,2.0,3800.0
Super built-up  Area,22-Dec,Bannerghatta Road,PrarePa,1532.5,3.0,0.0,84.29,3.0,5500.163132137031
Built-up  Area,Ready To Move,Anandapura,LoLeoen,1250.0,2.0,2.0,45.0,2.0,3600.0
Super built-up  Area,Ready To Move,Marathahalli,Asintas,1680.0,3.0,3.0,105.0,3.0,6250.0
Super built-up  Area,Ready To Move,Nagarbhavi,Shentpa,1146.0,2.0,1.0,50.0,2.0,4363.001745200698
Super built-up  Area,17-Oct,Ramagondanahalli,ViistLa,1451.0,3.0,1.0,60.44,3.0,4165.40317022743
Super built-up  Area,Ready To Move,other,Elacet ,1424.0,2.0,3.0,55.0,3.0,3862.3595505617977
Super built-up  Area,Ready To Move,Gottigere,Krryll ,1435.0,2.0,3.0,62.0,3.0,4320.557491289199
Super built-up  Area,18-Apr,Devanahalli,Sabixtt,658.0,1.0,0.0,26.91,1.0,4089.665653495441
Super built-up  Area,Ready To Move,Whitefield,FoityIn,1242.0,2.0,2.0,65.0,2.0,5233.494363929147
Super built-up  Area,Ready To Move,Yelahanka,PrrloMo,1610.0,4.0,2.0,85.0,3.0,5279.503105590062
Super built-up  Area,Ready To Move,Hulimavu,Reiteee,1127.0,2.0,1.0,65.0,2.0,5767.524401064774
Super built-up  Area,Ready To Move,other,ThntsAp,1250.0,3.0,1.0,55.0,3.0,4400.0
Plot  Area,18-Mar,other,LGeete ,2200.0,4.0,2.0,160.0,3.0,7272.727272727273
Super built-up  Area,Ready To Move,Chandapura,PavesGr,876.0,2.0,2.0,29.5,2.0,3367.5799086757993
Super built-up  Area,18-Apr,Kadugodi,Alestrb,1314.0,2.0,3.0,83.0,2.0,6316.590563165905
Super built-up  Area,20-Aug,Rachenahalli,AsNowre,690.0,1.0,1.0,39.8,1.0,5768.115942028985
Built-up  Area,Ready To Move,other,HooudSi,1230.0,2.0,3.0,55.0,2.0,4471.544715447155
Super built-up  Area,18-May,Bommasandra,SSestth,920.0,2.0,1.0,37.2,2.0,4043.478260869566
Built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,1850.0,3.0,3.0,140.0,3.0,7567.5675675675675
Super built-up  Area,Ready To Move,Electronic City,Goty  E,1073.0,2.0,2.0,60.0,2.0,5591.798695246971
Super built-up  Area,Ready To Move,other,Lalipa ,1540.0,3.0,3.0,76.0,3.0,4935.064935064935
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1550.0,3.0,3.0,63.5,3.0,4096.774193548387
Super built-up  Area,Ready To Move,Kalyan nagar,Satle C,1198.0,2.0,1.0,65.0,2.0,5425.709515859767
Super built-up  Area,Ready To Move,other,HMtesle,1656.0,3.0,2.0,90.0,3.0,5434.782608695652
Super built-up  Area,Ready To Move,other,Roiti A,1900.0,3.0,3.0,155.0,3.0,8157.894736842105
Built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,1910.0,3.0,2.0,142.0,3.0,7434.55497382199
Super built-up  Area,19-Dec,Thanisandra,DSity S,2172.0,3.0,2.0,76.02,3.0,3500.0
Super built-up  Area,Ready To Move,Whitefield,DSe 2ie,1548.0,3.0,1.0,65.0,3.0,4198.966408268734
Super built-up  Area,18-Dec,Whitefield,Prtates,2856.0,5.0,0.0,154.5,4.0,5409.663865546218
Super built-up  Area,18-Jul,Hosur Road,PuendWe,1689.0,3.0,1.0,103.0,3.0,6098.283007696862
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,2119.0,4.0,2.0,111.0,4.0,5238.319962246343
Super built-up  Area,Ready To Move,other,RMerslu,1100.0,2.0,1.0,61.0,2.0,5545.454545454545
Super built-up  Area,Ready To Move,Hennur Road,Mileeou,1250.0,2.0,1.0,77.88,3.0,6230.4
Super built-up  Area,18-Apr,Electronic City,GMown E,1500.0,2.0,1.0,78.0,3.0,5200.0
Built-up  Area,Ready To Move,other,SoliaMa,1942.0,3.0,1.0,155.0,3.0,7981.462409886714
Super built-up  Area,18-Dec,Haralur Road,NDiteio,1985.0,3.0,2.0,130.0,3.0,6549.11838790932
Super built-up  Area,18-Apr,Sarjapur  Road,Kiare S,950.0,1.0,0.0,39.9,1.0,4200.0
Super built-up  Area,Ready To Move,Green Glen Layout,Solia D,1752.0,3.0,2.0,105.0,3.0,5993.1506849315065
Super built-up  Area,Ready To Move,Old Madras Road,Brglede,1480.0,2.0,2.0,84.0,3.0,5675.675675675676
Super built-up  Area,Ready To Move,Sarjapur  Road,Saitya ,1826.0,3.0,2.0,130.0,3.0,7119.386637458927
Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,934.0,2.0,2.0,55.0,2.0,5888.650963597431
Super built-up  Area,Ready To Move,Mahadevpura,Neisei ,1620.0,2.0,1.0,76.0,3.0,4691.358024691358
Super built-up  Area,17-Jun,Electronic City,GMown E,1070.0,2.0,1.0,47.0,2.0,4392.523364485981
Super built-up  Area,19-Dec,Balagere,Soresea,1012.0,2.0,1.0,54.59,2.0,5394.268774703557
Super built-up  Area,19-Dec,Electronic City Phase II,DSineSt,1611.0,2.0,2.0,48.33,3.0,3000.0
Super built-up  Area,Ready To Move,Whitefield,Gamesti,1405.0,3.0,2.0,58.0,3.0,4128.113879003558
Super built-up  Area,Ready To Move,other,Vaurtar,1515.0,3.0,3.0,90.0,3.0,5940.59405940594
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,1830.0,4.0,2.0,150.0,3.0,8196.72131147541
Built-up  Area,Ready To Move,Kaggadasapura,Omncy R,1710.0,3.0,0.0,60.0,3.0,3508.7719298245615
Built-up  Area,Ready To Move,other,Varala ,935.0,2.0,1.0,51.5,2.0,5508.0213903743315
Built-up  Area,Ready To Move,Brookefield,Roeekbl,1410.0,2.0,0.0,80.0,3.0,5673.758865248227
Super built-up  Area,Ready To Move,Jakkur,AvensGa,1125.0,2.0,2.0,65.0,2.0,5777.777777777777
Super built-up  Area,Ready To Move,Magadi Road,Vrenty ,1191.0,2.0,1.0,55.38,3.0,4649.8740554156175
Super built-up  Area,Ready To Move,CV Raman Nagar,Keera R,1525.0,2.0,3.0,67.0,3.0,4393.44262295082
Super built-up  Area,Ready To Move,other,Javasya,600.0,1.0,2.0,25.0,2.0,4166.666666666667
Super built-up  Area,18-Sep,Chandapura,SunceEs,645.0,1.0,1.0,16.45,1.0,2550.3875968992247
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1185.0,2.0,2.0,44.0,2.0,3713.0801687763715
Super built-up  Area,18-May,Electronics City Phase 1,Shitt S,1190.0,2.0,1.0,68.0,2.0,5714.285714285715
Super built-up  Area,18-Dec,Whitefield,Prtates,2856.0,5.0,0.0,158.5,4.0,5549.7198879551825
Super built-up  Area,Ready To Move,Whitefield,Veale R,1355.0,2.0,3.0,73.0,2.0,5387.453874538745
Super built-up  Area,Ready To Move,Yelahanka New Town,KHatsFl,500.0,2.0,1.0,24.0,1.0,4800.0
Super built-up  Area,Ready To Move,other,Stkarrd,1250.0,3.0,3.0,50.0,3.0,4000.0
Built-up  Area,Ready To Move,Ambalipura,Toeadp ,3300.0,4.0,2.0,329.0,4.0,9969.69696969697
Super built-up  Area,Ready To Move,other,Paarklu,1206.0,2.0,1.0,53.0,2.0,4394.69320066335
Super built-up  Area,18-Aug,Rajaji Nagar,ProdsWe,1357.0,2.0,1.0,130.0,2.0,9579.955784819454
Super built-up  Area,Ready To Move,8th Phase JP Nagar,MBodsen,909.0,2.0,1.0,40.9,2.0,4499.4499449945
Plot  Area,Ready To Move,Seegehalli,Stndeil,3000.0,5.0,2.0,335.0,3.0,11166.666666666666
Built-up  Area,Ready To Move,Brookefield,Bhiya N,1100.0,2.0,1.0,55.0,2.0,5000.0
Super built-up  Area,Ready To Move,Subramanyapura,Mayne A,975.0,2.0,1.0,65.0,2.0,6666.666666666667
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1306.0,2.0,2.0,44.17,2.0,3382.08269525268
Super built-up  Area,Ready To Move,Kalena Agrahara,MBpleca,610.0,1.0,1.0,39.0,1.0,6393.44262295082
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1484.0,2.0,2.0,56.4,3.0,3800.5390835579515
Super built-up  Area,17-May,Ramamurthy Nagar,Vedhias,1125.0,2.0,1.0,47.0,2.0,4177.777777777777
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,1447.0,2.0,1.0,75.97,2.0,5250.172771250864
Super built-up  Area,18-Dec,Whitefield,Prtates,2882.0,5.0,1.0,158.0,4.0,5482.303955586398
Built-up  Area,Ready To Move,other,Pantsce,1250.0,2.0,1.0,58.0,2.0,4640.0
Built-up  Area,Ready To Move,1st Phase JP Nagar,Opamaan,840.0,2.0,2.0,50.0,1.0,5952.380952380952
Super built-up  Area,Ready To Move,Hennur Road,Samittv,2502.0,4.0,2.0,180.0,4.0,7194.244604316546
Super built-up  Area,Ready To Move,other,MJeusyl,583.0,1.0,1.0,26.9,1.0,4614.065180102916
Super built-up  Area,19-Dec,Whitefield,Oreldhi,750.0,1.0,1.0,51.0,1.0,6800.0
Super built-up  Area,Ready To Move,Marathahalli,Afncyad,1600.0,3.0,3.0,58.0,3.0,3625.0
Super built-up  Area,Ready To Move,other,SLarei ,1365.0,2.0,2.0,49.0,3.0,3589.74358974359
Super built-up  Area,Ready To Move,Hormavu,ARaveSa,1260.0,2.0,2.0,35.0,2.0,2777.777777777778
Super built-up  Area,Ready To Move,Electronics City Phase 1,Sarlsm ,1190.0,2.0,2.0,33.92,2.0,2850.4201680672268
Super built-up  Area,Ready To Move,Hosakerehalli,Taonte ,2480.0,4.0,1.0,260.0,3.0,10483.870967741936
Super built-up  Area,Ready To Move,other,Naiewre,1510.0,3.0,3.0,47.57,3.0,3150.3311258278145
Super built-up  Area,Ready To Move,Kundalahalli,Rasom B,1120.0,2.0,1.0,53.76,2.0,4800.0
Super built-up  Area,20-Dec,Whitefield,Somns T,1115.0,2.0,0.0,34.555,2.0,3099.103139013453
Super built-up  Area,Ready To Move,other,Ciques ,1717.0,3.0,3.0,99.0,3.0,5765.87070471753
Built-up  Area,Ready To Move,Bannerghatta Road,AMaveon,1465.0,2.0,1.0,45.87,3.0,3131.0580204778157
Super built-up  Area,Ready To Move,Haralur Road,Ozensve,1255.0,2.0,1.0,90.0,3.0,7171.314741035857
Built-up  Area,18-Aug,Electronic City Phase II,Sryalan,1065.0,2.0,1.0,30.88,2.0,2899.5305164319248
Super built-up  Area,Ready To Move,Bellandur,OriewLa,1281.0,2.0,2.0,87.0,2.0,6791.569086651054
Super built-up  Area,Ready To Move,Electronic City,Itelaa ,1210.0,2.0,2.0,25.0,2.0,2066.115702479339
Carpet  Area,Ready To Move,Kaggadasapura,AnaveEn,1215.0,2.0,3.0,43.0,2.0,3539.0946502057614
Super built-up  Area,Ready To Move,Mysore Road,SaodySa,1237.0,2.0,2.0,73.0,2.0,5901.3742926434925
Super built-up  Area,Ready To Move,Lakshminarayana Pura,Oaeze B,1300.0,2.0,1.0,70.0,2.0,5384.615384615385
Super built-up  Area,Ready To Move,Whitefield,SSthamh,1105.0,2.0,2.0,39.99,2.0,3619.004524886878
Super built-up  Area,Ready To Move,Chandapura,Riiew L,1505.0,2.0,2.0,42.0,3.0,2790.6976744186045
Built-up  Area,Ready To Move,Banashankari,Sksia A,1186.0,2.0,3.0,65.0,2.0,5480.607082630691
Super built-up  Area,Ready To Move,Kengeri,VBvenal,750.0,2.0,1.0,35.5,2.0,4733.333333333333
Built-up  Area,Ready To Move,Varthur,SLncyaj,1083.0,2.0,2.0,28.0,2.0,2585.410895660203
Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,1056.0,2.0,2.0,68.0,2.0,6439.393939393939
Super built-up  Area,Ready To Move,other,AbnceEs,2108.0,3.0,3.0,85.0,3.0,4032.2580645161293
Super built-up  Area,Ready To Move,Banashankari,Bregae ,1650.0,3.0,2.0,101.0,3.0,6121.212121212121
Built-up  Area,18-Jul,Electronic City Phase II,Sryalan,1220.0,3.0,1.0,36.6,3.0,3000.0
Super built-up  Area,Ready To Move,other,MJeusyl,1198.0,2.0,1.0,54.0,2.0,4507.512520868114
Super built-up  Area,Ready To Move,other,Prsichi,1190.0,2.0,1.0,70.0,2.0,5882.35294117647
Plot  Area,18-Sep,Bommenahalli,Prood G,2940.0,3.0,2.0,2250.0,4.0,76530.61224489796
Super built-up  Area,19-Dec,Yelahanka,Goues A,1260.0,2.0,2.0,59.2,2.0,4698.412698412699
Super built-up  Area,21-Feb,Talaghattapura,Sodgere,2254.0,3.0,2.0,153.0,3.0,6787.93256433008
Super built-up  Area,Ready To Move,Old Madras Road,Brica E,2990.0,5.0,1.0,210.0,3.0,7023.411371237458
Built-up  Area,Ready To Move,JP Nagar,Adaveth,820.0,2.0,1.0,45.0,2.0,5487.804878048781
Super built-up  Area,Ready To Move,Electronic City,Naireru,1296.0,2.0,2.0,65.0,2.0,5015.432098765432
Super built-up  Area,19-Dec,Whitefield,Oreldhi,1173.0,2.0,1.0,77.0,2.0,6564.364876385337
Built-up  Area,Ready To Move,Yelahanka,Rarthne,1102.0,2.0,0.0,52.0,2.0,4718.693284936479
Super built-up  Area,17-Dec,Yelahanka,Hotat H,1519.0,2.0,3.0,65.0,2.0,4279.131007241606
Super built-up  Area,Ready To Move,Hosur Road,Saageat,1345.0,2.0,2.0,106.0,2.0,7881.0408921933085
Super built-up  Area,19-Dec,other,Prard B,1594.0,3.0,2.0,99.0,3.0,6210.790464240903
Super built-up  Area,Ready To Move,other,SLarkic,1250.0,2.0,1.0,68.0,2.0,5440.0
Super built-up  Area,Ready To Move,Haralur Road,Zostaa ,1056.0,2.0,1.0,60.0,2.0,5681.818181818182
Super built-up  Area,Ready To Move,other,RMcesa ,1464.0,2.0,1.0,145.0,2.0,9904.371584699453
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,Mauner ,861.0,2.0,0.0,36.5,2.0,4239.256678281068
Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1047.0,2.0,1.0,82.62,2.0,7891.117478510028
Built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,2300.0,3.0,3.0,369.0,3.0,16043.478260869566
Super built-up  Area,Ready To Move,Ramamurthy Nagar,JSonyar,1000.0,2.0,1.0,62.0,2.0,6200.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1682.0,3.0,1.0,113.0,3.0,6718.192627824019
Super built-up  Area,Ready To Move,Dasanapura,Tavenew,814.0,2.0,1.0,42.0,2.0,5159.7051597051595
Built-up  Area,Ready To Move,Dodda Nekkundi,GSodsee,1145.0,2.0,1.0,46.5,2.0,4061.1353711790393
Super built-up  Area,Ready To Move,Varthur,Maita R,965.0,2.0,1.0,34.0,2.0,3523.316062176166
Built-up  Area,Ready To Move,Banashankari,V2anags,1300.0,2.0,2.0,55.0,3.0,4230.7692307692305
Super built-up  Area,18-May,1st Phase JP Nagar,Inntsth,1590.0,3.0,3.0,131.0,3.0,8238.993710691824
Super built-up  Area,20-Aug,Begur Road,Pruthg ,644.0,1.0,1.0,40.0,1.0,6211.180124223602
Super built-up  Area,18-Mar,Whitefield,Pranthi,982.0,2.0,1.0,37.0,2.0,3767.8207739307536
Super built-up  Area,Ready To Move,other,MJeusyl,1555.0,3.0,2.0,75.17,3.0,4834.083601286174
Super built-up  Area,Ready To Move,Electronics City Phase 1,PisomSu,1085.0,2.0,1.0,46.0,2.0,4239.6313364055295
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1640.0,3.0,2.0,220.0,3.0,13414.634146341463
Built-up  Area,18-Aug,Thanisandra,Bhmesy ,1595.0,3.0,1.0,110.0,3.0,6896.551724137931
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1196.0,2.0,2.0,40.44,2.0,3381.2709030100336
Super built-up  Area,18-Mar,Yelahanka,Miitat ,1859.0,3.0,1.0,108.0,3.0,5809.575040344271
Super built-up  Area,21-Sep,9th Phase JP Nagar,Vasisvi,1079.0,2.0,1.0,60.0,2.0,5560.704355885079
Super built-up  Area,Ready To Move,Whitefield,Satanan,1118.0,2.0,1.0,42.0,2.0,3756.7084078711987
Super built-up  Area,Ready To Move,CV Raman Nagar,Roareta,1198.0,2.0,2.0,60.0,2.0,5008.347245409015
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,1830.0,4.0,2.0,135.0,3.0,7377.049180327869
Super built-up  Area,20-Oct,other,Brens7 ,1160.0,2.0,1.0,59.0,2.0,5086.206896551724
Super built-up  Area,Ready To Move,other,Emsic C,2070.0,3.0,3.0,135.0,3.0,6521.739130434783
Built-up  Area,17-Mar,Kannamangala,VBownre,957.0,2.0,0.0,52.5,2.0,5485.8934169279
Super built-up  Area,18-Dec,Bannerghatta Road,Uncioe ,1268.0,2.0,1.0,69.0,2.0,5441.640378548896
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1450.0,2.0,2.0,87.0,3.0,6000.0
Built-up  Area,Ready To Move,other,Bhncy V,1600.0,2.0,2.0,75.0,3.0,4687.5
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,1330.0,2.0,1.0,57.0,3.0,4285.714285714285
Super built-up  Area,Ready To Move,Jakkur,Paurt C,1355.0,2.0,2.0,65.0,3.0,4797.047970479704
Super built-up  Area,Ready To Move,other,SSaveik,1100.0,2.0,1.0,38.49,2.0,3499.090909090909
Built-up  Area,Ready To Move,other,Nentsan,900.0,1.0,1.0,44.0,2.0,4888.888888888889
Super built-up  Area,Ready To Move,Haralur Road,RInceeg,1140.0,2.0,1.0,42.0,2.0,3684.2105263157896
Super built-up  Area,21-Dec,Talaghattapura,Sodgere,2106.0,3.0,3.0,148.0,3.0,7027.540360873694
Super built-up  Area,Ready To Move,Sarjapur  Road,DSndsod,1660.0,2.0,2.0,116.0,3.0,6987.951807228916
Super built-up  Area,Ready To Move,Electronic City Phase II,SJmesst,1549.0,3.0,2.0,80.0,3.0,5164.622336991608
Super built-up  Area,19-Mar,Marathahalli,Unezes ,700.0,1.0,1.0,38.0,1.0,5428.571428571428
Super built-up  Area,18-Dec,Balagere,Soresea,1012.0,2.0,1.0,64.0,2.0,6324.110671936759
Super built-up  Area,19-Dec,Marathahalli,PrensKe,1469.0,3.0,1.0,89.0,3.0,6058.543226684819
Super built-up  Area,18-Aug,Whitefield,Prtates,1216.0,2.0,1.0,69.0,2.0,5674.3421052631575
Super built-up  Area,Ready To Move,Electronic City Phase II,Brods W,1065.0,2.0,1.0,56.13,2.0,5270.422535211268
Super built-up  Area,19-Mar,Thanisandra,Bhe 2ko,1411.0,3.0,1.0,93.15,3.0,6601.700921332388
Super built-up  Area,Ready To Move,other,Vatlede,1400.0,2.0,2.0,57.5,2.0,4107.142857142857
Super built-up  Area,Ready To Move,Hoskote,Deiveer,1250.0,3.0,2.0,29.0,3.0,2320.0
Super built-up  Area,Ready To Move,Choodasandra,GRhtiru,1115.0,2.0,1.0,50.0,2.0,4484.304932735426
Super built-up  Area,Ready To Move,other,DSestil,1000.0,2.0,1.0,35.0,2.0,3500.0
Super built-up  Area,18-Mar,Panathur,EcEONfe,1580.0,3.0,0.0,71.89,3.0,4550.0
Super built-up  Area,Ready To Move,Subramanyapura,Chllsev,1800.0,3.0,2.0,90.0,3.0,5000.0
